4.367124928088222599e-03,-2.542704961879634074e-02,-3.326446519103037902e-02,-5.068044117784165081e-03,-1.769128191267665962e-02,-6.791554430016361055e-04,8.653730839593696753e-03,-4.359160160110679000e-03,-1.922167261719109552e-02,-5.561986151736779058e-03,-9.529038413134771277e-03,3.811717333241326083e-02,2.565763741015713098e-02,-1.250362048754725085e-02,-6.586622956363197279e-03,-3.152699050701188166e-02,-4.728883484070810911e-02,-3.142090428543188596e-02,-9.551489805838957181e-02,-3.009882292156909958e-03,-1.965228842379400376e-02,-5.763407749888901227e-02,2.321398178002365836e-02,1.982389657063041849e-02,2.783089110188358833e-02,-2.744196222258885043e-02,-1.533711605922757626e-01,-8.083090209968410433e-02,9.991325382061583271e-02,-7.346982382167828451e-02,6.037463850421258549e-01,3.948360749395148361e-01,3.973147115963834297e-01,5.437809795268096213e-02,3.425688535239121424e-02,3.305189245942050796e-02,2.747925796629788198e-01,2.929468539456302478e-01,2.919295976811043802e-01
-1.646543708948822876e-02,2.583570682014207920e-02,1.534421727007589942e-02,2.390410373583518738e-02,1.948178253377230718e-03,1.010695127359539924e-02,-4.193414545351176193e-02,1.269279363333150265e-02,-1.297529800148742966e-02,3.257001620008229039e-03,1.157334393598902222e-02,2.029623749276873723e-02,2.645672348404850410e-02,8.302606050479714728e-03,-1.629329615192012456e-02,-3.319223910297230962e-02,-2.306710462407829745e-02,-1.220269217295286840e-02,1.853660430121464083e-03,2.512358421268495734e-02,-1.744068288634153044e-02,-4.420345400827977583e-02,5.674095051720599164e-02,8.490884762744599357e-02,-3.254308147693926734e-02,2.249492910470137497e-01,6.132912092315023767e-02,-1.791383766979260939e-01,-3.584224391474978288e-01,-5.135467150145564541e-02,-3.441888219759016154e-01,-1.823267701594451229e-01,-1.842034985172495420e-01,8.312230630625264127e-02,9.300519195125464544e-02,9.991339401420848421e-02,4.088559320687444321e-01,4.382893239515387451e-01,4.362404102528475991e-01
4.394656810250469753e-02,7.413627266535938176e-04,4.328425946928227130e-03,-1.620957330960881571e-02,-1.701385723143872611e-02,2.118185067725986137e-03,9.623437328894285381e-02,-1.060134584047086465e-02,3.838185746442671076e-02,-3.051187772858243025e-02,-3.883887174363349210e-02,-8.122225722828826933e-02,-6.041174451484562259e-03,7.374075533303736663e-02,1.231904608771841325e-01,8.103356732766152370e-03,3.628581974845590530e-02,6.060674722602120770e-03,1.835838370786587598e-02,-5.148030316091564002e-02,2.438142766855852864e-02,1.030519503621106087e-01,1.026769341848234735e-01,2.152969165113507305e-02,-1.543711987261195612e-04,2.973012755430822288e-02,-5.423711696255448245e-02,3.030112867899353857e-01,7.153638295989901419e-01,1.595656516012848025e-01,-1.788629758258611646e-01,-1.054225937973057581e-01,-1.072874982564003404e-01,-2.202669715925932026e-01,-1.631847070144057388e-01,-1.671984033713307949e-01,2.480933578463280775e-01,1.977752920911572121e-01,1.977397090210925024e-01
-4.140527544606158183e-02,-1.291322345956774642e-02,-1.995321511965198955e-02,-5.273638193531757223e-02,-7.567850938213172007e-02,-2.964536381645019314e-02,-4.655272431374068987e-02,-3.666872172853874456e-02,-2.215514664722195715e-03,-2.380406753426476951e-02,-4.179914611531325430e-02,1.484647167997449058e-01,-2.070911305884860429e-02,-1.650601114152419335e-01,-1.673764285308823319e-01,2.530289791616346928e-02,-8.004275683914012507e-02,-9.919699480336333086e-02,-7.614541368731422843e-02,7.531430234562147032e-03,-1.792253976613413305e-02,-9.167705788445008885e-03,-2.880872398108064725e-01,-1.932399330593509990e-01,-1.660925008109184475e-01,6.630524166246933859e-01,-3.838405550421176149e-01,-9.967744662676918110e-02,2.107066331698027872e-01,-3.225834840911865481e-02,-1.942029570447816045e-01,1.116848991461105306e-01,1.129318961271881805e-01,5.150579216911592428e-02,7.494864033404645409e-02,6.766012275873582726e-02,-5.816409125916584266e-02,-7.748600892571821941e-02,-7.861399362382685829e-02
-1.105757593084757788e-02,-1.981162525666059493e-02,-9.377659516778052637e-03,-7.210908957740031627e-03,2.944046215034745728e-03,2.727390352338255469e-02,4.063554273769699743e-02,-4.489590447290342512e-02,-7.896638904003117077e-02,-5.301798919650713149e-03,-1.899643008622049767e-02,1.946186222792511133e-01,1.041887250280101318e-01,-8.741216749084251836e-02,-3.153752517788993570e-02,-1.294435926622732602e-01,-1.711800916371563064e-01,-1.249561727166263875e-01,-2.811922581192701776e-01,-5.145003722013011260e-02,-1.330248820248580155e-01,-2.481686378132409998e-01,3.834735453391031890e-02,2.740260332045307487e-02,-2.445919691139993718e-03,-1.691573070561734060e-01,3.370390277518859889e-01,-4.424950747216978009e-01,4.402960675092691401e-01,-3.137984326887200970e-01,-7.291093824109816379e-02,-9.899470393189761797e-02,-9.319035621001496572e-02,1.672060799405846454e-01,6.003733350720566464e-02,6.038987022435072377e-02,-1.267323552367620731e-01,1.958663122948734250e-02,1.545674731091522570e-02
-5.729071104115494861e-02,8.415020976616061077e-03,1.146291476159794209e-02,-1.026263641418773964e-01,-8.544728258440670299e-02,-7.545277048569148937e-02,-7.042183739206941961e-02,-1.074607084641721055e-02,2.190019896246941933e-02,-2.364276590939096145e-02,-3.665395220039166513e-02,1.108884770667170200e-01,-8.668964871196285782e-02,-1.977975623463897048e-01,-2.159106808906794406e-01,1.067267903909754068e-01,2.307880412700177505e-02,6.798557323484105686e-02,9.823104825623134306e-02,1.291088391990081324e-02,3.951590242791473001e-02,6.726501310155115487e-02,-4.481267069251427260e-01,-3.665548070541909675e-01,6.837585807736913657e-02,-4.513320537958120937e-01,1.834594053753069720e-01,1.148170705188783225e-01,2.020436238448886784e-02,3.616970039451865987e-02,-3.329722361752693316e-01,2.082983755884020294e-01,2.017362533396732938e-01,-5.456056722493183913e-04,5.227728384334690004e-02,5.421413835549289406e-02,6.832684094380495066e-02,1.234978234091643340e-01,1.219452489423835245e-01
-2.449217979510089627e-01,-6.436460700914858890e-02,-6.604831633869268082e-02,-1.233731866112221520e-01,-1.087713897837127019e-01,7.395446646470654750e-03,-7.512955368224005781e-02,-2.023894751798496761e-03,-1.545402002103772598e-02,-4.686452280032996076e-02,-5.062817326843888077e-02,3.243145587123317242e-01,1.832301279001429806e-01,-1.403749586406981553e-01,3.532979428361154167e-02,-2.280602172264290795e-01,-1.748888237466570683e-01,-1.077524366524031940e-01,-2.864866355729445146e-01,-1.698184045719379198e-01,-7.092770749241365802e-02,-3.352825770881066175e-02,9.265014049101910620e-02,4.531337179247438840e-01,4.806932758313675613e-02,-1.631990927108884215e-01,-2.192729905844612304e-01,2.904828116182872622e-01,-1.513755349710817766e-01,9.675459787435994330e-02,-2.575075241082766531e-01,1.360977058754395952e-01,1.316515120424118779e-01,-5.975208826700404569e-02,-5.933986085274203792e-02,-6.221473917486267102e-02,-2.403387541425429375e-02,-2.867843888235567518e-02,-2.547762041097171096e-02
1.767876765001873962e-01,8.458180243359314510e-03,1.590212455238970701e-02,-7.894032052171540137e-03,3.999024020378730282e-03,-3.694453144266640621e-03,6.715541749043922592e-02,1.649701516971913140e-02,3.878777283726295155e-02,4.069073742441062236e-02,2.183307029857556314e-02,-2.198295269873362101e-01,1.032928750368039550e-02,2.269202265131244900e-01,1.166958699621487849e-01,-8.433897956489105896e-03,3.168416617156091103e-02,1.115093358959309659e-02,7.021909955402090564e-02,1.074961275863935972e-01,1.463630732520898765e-02,7.139330132470707302e-02,3.544649550935895510e-01,7.226196513205139504e-02,-5.210071435636762921e-02,1.325418400779334108e-02,4.878710174659169757e-02,-3.080120945274330002e-01,3.615257524290361318e-02,1.196925220213123642e-01,-4.580045209246977889e-01,4.135745651031919601e-01,4.129575900384475640e-01,-6.255701019253415499e-03,2.491122163443370077e-02,2.642224662919479342e-02,-1.546311483532100406e-01,-8.114102011004615395e-03,-6.991367175810742768e-03
3.630160257148724867e-02,-6.175728990123263706e-02,-7.659746410192402877e-02,1.174397952695966502e-02,8.174636835102604138e-03,-3.223659238999927734e-03,-2.103511800340199245e-03,-4.177751986054836775e-02,-6.125502176830915912e-03,2.936857890468860810e-02,3.328458742317380592e-02,-9.610258953987313446e-02,-3.158332045056547188e-02,6.099383313350052738e-02,1.627727905292308819e-02,4.207261186600847608e-02,4.316137827330862597e-02,1.151343634406804817e-01,4.507620507264775006e-02,3.802081402367757379e-02,-2.269776116823643206e-02,-1.688822300653775033e-02,3.258424636627121895e-02,-2.726334179198441204e-02,2.489470214693013383e-01,-3.824790509143295991e-01,-7.380792920407416302e-01,-2.230490672332600677e-01,9.813064464877253867e-02,-5.548626145388475817e-02,-9.513895909053328437e-02,-1.536809694447718866e-01,-1.454460872963894702e-01,1.641242200590851408e-01,1.629356761712192625e-01,1.564671091263412361e-01,-1.243911338638593878e-02,1.448956768927103789e-02,1.405875283757294231e-02
-5.799433254205943467e-02,2.640853644622104951e-02,1.905223258885154619e-02,2.526629603117960809e-03,2.043745458134474391e-03,3.739105450710158984e-02,-6.225422873106850608e-02,-6.763996038987915571e-02,-2.082440883573011270e-03,3.644455645897942686e-02,1.279780433717192523e-02,-9.869553566125777166e-02,-3.711569720410612394e-02,6.350864366189240551e-02,5.826859627796249219e-02,4.262887383194615548e-02,9.360985010753965219e-02,7.431325429678198313e-03,5.193456075766096636e-02,3.497004817867353441e-03,8.326276630244047738e-02,-1.397887551434003062e-02,5.265881551500253138e-02,1.776108915233012842e-01,-4.146967889796762674e-02,7.381491665183143036e-02,1.436731040092848743e-01,4.563067872927983881e-01,1.660051452312797104e-01,-4.819654439717199756e-02,-2.768373890219700054e-02,3.364053906697932889e-02,4.012348564629719672e-02,6.149755422099528746e-01,3.631615948263774429e-01,3.610129502034211679e-01,-3.022658607473006909e-02,-8.532619620343129263e-03,-8.327287548453785049e-03
